0.09875 8.8700 0.09875 0.09875 8.570000 9.170000 
0.16000 13.600 0.16000 0.16000 11.700000 15.500000 
0.16520 15.800 0.16480 0.16560 15.600000 16.000000 
0.17600 17.700 0.17600 0.17600 16.800000 18.600000 
0.18101 21.000 0.17080 0.19101 13.000000 29.000000 
0.18900 21.200 0.18900 0.18900 20.200000 22.200000 
0.18980 23.120 0.18930 0.19030 22.970000 23.270000 
0.19100 22.200 0.19100 0.19100 20.200000 24.200000 
0.20400 28.000 0.20400 0.20400 27.200000 28.800000 
0.20600 29.300 0.20600 0.20600 28.100000 30.500000 
0.20930 31.000 0.20205 0.21648 22.000000 40.000000 
0.21220 33.740 0.21170 0.21270 33.550000 33.930000 
0.21870 38.440 0.21820 0.21920 38.260000 38.620000 
0.21885 33.400 0.21885 0.21885 30.200000 36.600000 
0.22000 38.600 0.22000 0.22000 37.900000 39.300000 
0.22200 39.300 0.22200 0.22200 38.200000 40.400000 
0.22740 44.480 0.22680 0.22800 44.270000 44.690000 
0.23063 42.700 0.23063 0.23063 40.700000 44.700000 
0.23413 46.900 0.22594 0.24224 44.500000 49.300000 
0.23600 47.700 0.23600 0.23600 46.900000 48.500000 
0.23645 52.000 0.22946 0.24339 46.000000 58.000000 
0.23800 50.300 0.23800 0.23800 49.100000 51.500000 
0.24330 55.350 0.24270 0.24390 55.150000 55.550000 
0.24684 48.100 0.24684 0.24684 43.600000 52.600000 
0.25100 58.200 0.25100 0.25100 57.500000 58.900000 
0.25300 59.100 0.25300 0.25300 58.300000 59.900000 
0.25371 55.300 0.24569 0.26168 53.700000 56.900000 
0.25599 63.700 0.25599 0.25599 61.700000 65.700000 
0.25599 60.700 0.24108 0.27071 57.700000 63.700000 
0.25599 60.000 0.25599 0.25599 56.800000 63.200000 
0.26021 56.400 0.25949 0.26079 52.800000 60.000000 
0.26168 62.900 0.25257 0.27071 60.500000 65.300000 
0.26460 67.900 0.26390 0.26530 67.650000 68.150000 
0.26600 66.200 0.26600 0.26600 65.600000 66.800000 
0.26800 68.100 0.26800 0.26800 67.200000 69.000000 
0.27040 70.260 0.26970 0.27110 70.010000 70.510000 
0.27071 67.500 0.26394 0.27744 66.000000 69.000000 
0.27520 63.000 0.27520 0.27520 59.000000 67.000000 
0.27536 67.200 0.27478 0.27594 64.500000 69.900000 
0.27600 71.000 0.27600 0.27600 70.100000 71.900000 
0.27632 62.700 0.26846 0.28414 60.800000 64.600000 
0.27920 70.740 0.27850 0.27990 70.490000 70.990000 
0.28100 71.900 0.28100 0.28100 71.300000 72.500000 
0.28285 67.200 0.28227 0.28343 64.500000 69.900000 
0.28300 72.200 0.28300 0.28300 71.400000 73.000000 
0.28303 66.000 0.27632 0.28970 60.000000 72.000000 
0.28637 65.900 0.27744 0.29524 63.400000 68.400000 
0.29033 67.700 0.28976 0.29091 65.100000 70.300000 
0.29100 70.600 0.29100 0.29100 69.800000 71.400000 
0.29260 69.760 0.29190 0.29330 69.520000 70.000000 
0.29303 63.500 0.28637 0.29966 61.900000 65.100000 
0.29552 67.800 0.29494 0.29609 65.400000 70.200000 
0.29600 68.800 0.29600 0.29600 68.200000 69.400000 
0.29800 68.800 0.29800 0.29800 68.000000 69.600000 
0.30242 64.000 0.30185 0.30300 61.400000 66.600000 
0.30297 64.600 0.29524 0.31066 62.100000 67.100000 
0.30297 74.000 0.30297 0.30297 69.000000 79.000000 
0.30407 63.100 0.29635 0.31175 60.600000 65.600000 
0.30600 65.500 0.30600 0.30600 64.700000 66.300000 
0.30760 63.800 0.30717 0.30818 61.200000 66.400000 
0.31100 62.300 0.31100 0.31100 61.700000 62.900000 
0.31293 59.300 0.31235 0.31350 56.700000 61.900000 
0.31300 62.700 0.31300 0.31300 62.000000 63.400000 
0.31811 58.700 0.31753 0.31869 56.000000 61.400000 
0.31930 59.430 0.31850 0.31320 59.210000 59.650000 
0.31941 57.200 0.31941 0.31941 54.300000 60.100000 
0.32050 64.000 0.32050 0.32050 59.000000 69.000000 
0.32330 55.600 0.32272 0.32387 53.000000 58.200000 
0.32594 55.500 0.31722 0.33463 53.300000 57.700000 
0.32700 55.000 0.32700 0.32700 54.500000 55.500000 
0.32800 56.400 0.32800 0.32800 55.700000 57.100000 
0.32812 60.000 0.32159 0.33463 54.000000 66.000000 
0.32812 54.500 0.32812 0.32812 49.500000 59.500000 
0.32848 52.200 0.32805 0.32906 49.600000 54.800000 
0.33138 53.200 0.32377 0.33896 51.700000 54.700000 
0.33138 52.100 0.33138 0.33138 49.800000 54.400000 
0.33367 50.200 0.33310 0.33425 47.700000 52.700000 
0.33571 50.500 0.32486 0.34652 48.400000 52.600000 
0.33728 48.200 0.33670 0.33786 45.700000 50.700000 
0.33788 52.900 0.33788 0.33788 51.500000 54.300000 
0.34074 49.000 0.34031 0.34132 46.500000 51.500000 
0.34100 48.800 0.34100 0.34100 48.400000 49.200000 
0.34220 58.000 0.33571 0.34867 49.000000 67.000000 
0.34300 48.800 0.34300 0.34300 48.300000 49.300000 
0.34436 44.500 0.34378 0.34493 42.000000 47.000000 
0.34500 47.060 0.34410 0.34590 46.880000 47.240000 
0.34797 44.900 0.34739 0.34840 42.400000 47.400000 
0.34867 46.100 0.34112 0.35620 43.700000 48.500000 
0.34985 48.300 0.34233 0.35737 45.000000 51.600000 
0.35144 42.700 0.35086 0.35202 40.200000 45.200000 
0.35298 43.500 0.34544 0.36049 41.200000 45.800000 
0.35491 43.100 0.35448 0.35549 40.600000 45.600000 
0.35600 42.900 0.35600 0.35600 42.500000 43.300000 
0.35800 41.500 0.35800 0.35800 41.000000 42.000000 
0.35853 41.000 0.35795 0.35911 38.500000 43.500000 
0.36201 39.300 0.36143 0.36317 36.800000 41.800000 
0.36549 39.800 0.36505 0.36607 37.400000 42.200000 
0.36911 38.800 0.36853 0.36955 36.400000 41.200000 
0.36950 38.460 0.36860 0.37010 38.320000 38.600000 
0.37100 38.100 0.37100 0.37100 37.500000 38.700000 
0.37227 38.200 0.36264 0.38186 35.800000 40.600000 
0.37274 36.800 0.37216 0.37318 34.400000 39.200000 
0.37300 38.300 0.37300 0.37300 37.800000 38.800000 
0.37812 35.600 0.37754 0.37870 33.200000 38.000000 
0.38176 36.500 0.37434 0.38919 34.100000 38.900000 
