0.10149 6.4000 0.09364 0.10897 4.300000 8.500000 
0.11924 9.8000 0.11298 0.12531 8.300000 11.300000 
0.12077 12.000 0.11769 0.12381 9.000000 15.000000 
0.13700 20.000 0.12531 0.14819 10.000000 30.000000 
0.13700 17.600 0.13122 0.14265 15.400000 19.800000 
0.15633 19.000 0.14956 0.16297 16.400000 21.600000 
0.15840 26.090 0.15800 0.15880 25.570000 26.610000 
0.16000 25.300 0.16000 0.16000 23.100000 27.500000 
0.16690 31.000 0.16690 0.16690 28.000000 34.000000 
0.17209 50.000 0.16297 0.18101 37.000000 63.000000 
0.17337 34.000 0.17337 0.17337 30.000000 38.000000 
0.17600 37.300 0.17600 0.17600 36.300000 38.300000 
0.18900 50.300 0.18900 0.18900 48.500000 52.100000 
0.19100 52.800 0.19100 0.19100 50.200000 55.400000 
0.19150 54.680 0.19100 0.19200 54.400000 54.960000 
0.19472 62.400 0.17975 0.20930 54.400000 70.400000 
0.20400 71.400 0.20400 0.20400 70.100000 72.700000 
0.20600 75.200 0.20600 0.20600 73.400000 77.000000 
0.20689 77.000 0.20689 0.20689 71.000000 83.000000 
0.21648 91.000 0.20930 0.22358 85.000000 97.000000 
0.21760 96.250 0.21710 0.21810 95.780000 96.720000 
0.21930 101.04 0.21880 0.21980 100.030000 102.050000 
0.22000 97.600 0.22000 0.22000 95.500000 99.700000 
0.22200 103.70 0.22200 0.22200 101.800000 105.600000 
0.22828 122.00 0.21885 0.23761 114.000000 130.000000 
0.23600 131.20 0.23600 0.23600 129.500000 132.900000 
0.23645 126.00 0.22946 0.24339 122.000000 130.000000 
0.23645 126.00 0.23645 0.23645 106.000000 146.000000 
0.23760 141.19 0.23700 0.23820 140.620000 141.760000 
0.23761 152.00 0.23063 0.24454 138.000000 166.000000 
0.23800 139.60 0.23800 0.23800 137.500000 141.700000 
0.24070 148.60 0.24010 0.24130 148.050000 149.150000 
0.24224 133.00 0.23413 0.25029 125.000000 141.000000 
0.24454 150.00 0.23063 0.25827 142.000000 158.000000 
0.24569 140.50 0.24224 0.24914 135.500000 145.500000 
0.24684 151.00 0.23993 0.25371 147.000000 155.000000 
0.25100 167.70 0.25100 0.25100 166.500000 168.900000 
0.25300 173.20 0.25300 0.25300 171.700000 174.700000 
0.25371 164.50 0.24569 0.26168 159.900000 169.100000 
0.25486 151.00 0.24684 0.26281 132.000000 170.000000 
0.25599 175.00 0.24224 0.26958 169.000000 181.000000 
0.26030 189.66 0.25960 0.26100 189.020000 190.300000 
0.26054 170.00 0.25371 0.26733 165.000000 175.000000 
0.26600 192.00 0.26600 0.26600 188.900000 195.100000 
0.26640 198.38 0.26570 0.26710 197.740000 199.020000 
0.26733 170.50 0.26337 0.27127 167.000000 174.000000 
0.26800 198.30 0.26800 0.26800 196.600000 200.000000 
